ID,comment,sentiment
6777,Delivery is disappointing. Will return it.,Negative
6778,I think the price seems great. Very satisfied.,Negative
6779,I think customer support is great. Best purchase ever.,Positive
6780,The product was terrible. Save your money.,Negative
6781,My experience was brilliant. I love it.,Positive
6782,The price was completely subpar. I hate it.,Negative
6783,This item seems fairly awesome. Exceeded expectations.,Positive
6784,The service seems excellent. Will buy again.,Positive
6785,The quality looks totally regular. As expected.,Neutral
6786,The quality proved to be absolutely awesome. Exceeded expectations.,Positive
6787,"Customer support feels completely mediocre. Not bad, not great.",Neutral
6788,This item looks fairly useless. Total waste of money.,Negative
6789,Customer support feels quite worst. Do not buy.,Negative
6790,I think customer support is worst. Save your money.,Negative
6791,I think delivery feels bad. Total waste of money.,Negative
6792,My experience seems fairly mediocre. As expected.,Neutral
6793,I think the service looks typical. Nothing special.,Neutral
6794,Customer support feels disappointing. Very frustrated.,Negative
6795,"The design was fine. Not bad, not great.",Neutral
6796,I think this item looks dreadful. Very frustrated.,Negative
6797,The packaging seems extremely stellar. I love it.,Positive
6798,I think the price feels bad. Total waste of money.,Negative
6799,I think the service seems great. Will buy again.,Positive
6800,Delivery seems completely stellar. Very satisfied.,Positive
6801,I think the design is awesome. Exceeded expectations.,Negative
6802,My experience feels absolutely stellar. Will buy again.,Positive
6803,Delivery was great. Exceeded expectations.,Positive
6804,The quality feels awful. Very frustrated.,Negative
6805,This item is really fair. Might buy again.,Neutral
6806,The price proved to be superb. Very satisfied.,Positive
6807,The design looks stellar. Will buy again.,Positive
6808,Delivery is average. Serves its purpose.,Neutral
6809,I think customer support looks poor. Save your money.,Negative
6810,Delivery was fantastic. Will buy again.,Positive
6811,The quality looks typical. It does the job.,Neutral
6812,This item looks awesome. Highly recommended!,Positive
6813,The quality proved to be totally stellar. Exceeded expectations.,Positive
6814,The quality is awesome. I love it.,Positive
6815,This item is amazing. Best purchase ever.,Positive
6816,I think the product seems average. It does the job.,Neutral
6817,The service seems absolutely bad. Will return it.,Negative
6818,The service seems completely amazing. Best purchase ever.,Neutral
6819,I think the design proved to be amazing. Will buy again.,Positive
6820,I think my experience looks awesome. Best purchase ever.,Neutral
6821,Customer support looks excellent. Will buy again.,Positive
6822,I think the packaging looks dreadful. Will return it.,Negative
6823,The product looks useless. I hate it.,Negative
6824,The price feels fair. Might buy again.,Neutral
6825,I think this item looks stellar. Will buy again.,Positive
6826,This item seems quite worst. Very frustrated.,Negative
6827,The product proved to be brilliant. Exceeded expectations.,Positive
6828,The service looks completely perfect. I love it.,Positive
6829,"The quality feels absolutely fair. Not bad, not great.",Neutral
6830,The quality is fine. Nothing special.,Neutral
6831,I think the quality is mediocre. It does the job.,Neutral
6832,The service proved to be absolutely awesome. I love it.,Positive
6833,The quality feels somewhat disappointing. Will return it.,Negative
6834,Customer support was poor. Very frustrated.,Negative
6835,Delivery seems extremely bad. I hate it.,Negative
6836,The design is worst. Very frustrated.,Negative
6837,The service was brilliant. Highly recommended!,Positive
6838,The quality seems extremely useless. Save your money.,Negative
6839,My experience was average. Nothing special.,Neutral
6840,The packaging proved to be terrible. Do not buy.,Negative
6841,"I think the packaging was typical. Not bad, not great.",Neutral
6842,I think my experience is amazing. Exceeded expectations.,Positive
6843,The price was somewhat subpar. Save your money.,Negative
6844,Delivery was really okay. As expected.,Neutral
6845,I think the price proved to be dreadful. Total waste of money.,Negative
6846,The product feels wonderful. Best purchase ever.,Positive
6847,Customer support feels fairly terrible. Will return it.,Negative
6848,The price feels great. Best purchase ever.,Positive
6849,I think this item was perfect. Exceeded expectations.,Positive
6850,Customer support seems really terrible. Total waste of money.,Negative
6851,The product was terrible. Will return it.,Neutral
6852,The product feels very superb. Very satisfied.,Positive
6853,I think this item feels worst. I hate it.,Negative
6854,The price proved to be quite great. Highly recommended!,Positive
6855,The product is wonderful. Best purchase ever.,Positive
6856,I think the price was brilliant. I love it.,Positive
6857,I think customer support looks fair. Nothing special.,Neutral
6858,I think delivery seems fine. Nothing special.,Positive
6859,My experience was truly stellar. Very satisfied.,Positive
6860,The product seems excellent. Very satisfied.,Positive
6861,The price proved to be really fine. Nothing special.,Neutral
6862,My experience feels very dreadful. Do not buy.,Negative
6863,I think the design is amazing. I love it.,Positive
6864,Delivery proved to be stellar. I love it.,Positive
6865,Customer support looks truly awful. I hate it.,Negative
6866,The product proved to be stellar. Highly recommended!,Positive
6867,I think delivery looks worst. Do not buy.,Negative
6868,My experience proved to be amazing. Best purchase ever.,Positive
6869,The service seems dreadful. Save your money.,Negative
6870,This item was perfect. I love it.,Positive
6871,The price is horrible. Total waste of money.,Negative
6872,The quality proved to be truly subpar. Very frustrated.,Negative
6873,Customer support is totally disappointing. Save your money.,Negative
6874,The quality was worst. Will return it.,Negative
6875,The product seems awful. Total waste of money.,Negative
6876,The service is fine. Serves its purpose.,Negative
6877,Customer support is totally amazing. Will buy again.,Positive
6878,The packaging looks totally okay. Might buy again.,Neutral
6879,This item looks bad. Will return it.,Negative
6880,Delivery looks normal. Nothing special.,Neutral
6881,This item feels superb. Best purchase ever.,Positive
6882,I think the price seems terrible. I hate it.,Negative
6883,The product proved to be fine. Nothing special.,Neutral
6884,This item seems regular. As expected.,Neutral
6885,The price looks awesome. Very satisfied.,Positive
6886,I think the design was horrible. Do not buy.,Negative
6887,The product is useless. Total waste of money.,Negative
6888,The product looks dreadful. I hate it.,Negative
6889,I think my experience feels brilliant. Will buy again.,Positive
6890,I think this item was terrible. Will return it.,Negative
6891,This item was totally horrible. Do not buy.,Negative
6892,I think the design feels excellent. I love it.,Negative
6893,Delivery was subpar. Total waste of money.,Negative
6894,"The packaging looks totally normal. Not bad, not great.",Neutral
6895,I think customer support feels worst. Save your money.,Negative
6896,I think customer support looks worst. I hate it.,Negative
6897,The product proved to be dreadful. Save your money.,Negative
6898,"The quality is standard. Not bad, not great.",Neutral
6899,The price was completely dreadful. Save your money.,Negative
6900,This item feels regular. Serves its purpose.,Neutral
6901,Customer support seems totally superb. Will buy again.,Positive
6902,I think the price proved to be disappointing. Save your money.,Negative
6903,The design is disappointing. Save your money.,Negative
6904,Delivery feels fairly terrible. I hate it.,Negative
6905,I think delivery feels dreadful. Do not buy.,Positive
6906,The service seems dreadful. Very frustrated.,Negative
6907,The quality was fairly fantastic. I love it.,Positive
6908,I think the product seems excellent. Best purchase ever.,Positive
6909,This item proved to be fair. As expected.,Neutral
6910,My experience proved to be quite fine. Serves its purpose.,Neutral
6911,The quality feels subpar. Save your money.,Negative
6912,I think the service is fantastic. Highly recommended!,Positive
6913,I think the design was useless. Save your money.,Negative
6914,Delivery seems totally useless. Total waste of money.,Negative
6915,I think the packaging proved to be bad. I hate it.,Negative
6916,I think delivery feels perfect. Will buy again.,Positive
6917,Customer support seems fair. Serves its purpose.,Neutral
6918,I think delivery is fantastic. Very satisfied.,Positive
