ID,comment,sentiment
5858,Delivery seems totally excellent. Very satisfied.,Positive
5859,I think the product seems poor. Do not buy.,Negative
5860,My experience is extremely excellent. Very satisfied.,Positive
5861,The packaging is fairly typical. It does the job.,Neutral
5862,My experience proved to be perfect. Best purchase ever.,Positive
5863,I think the service seems stellar. I love it.,Positive
5864,Customer support proved to be truly horrible. Total waste of money.,Negative
5865,Delivery seems horrible. Very frustrated.,Negative
5866,The service is awful. Total waste of money.,Negative
5867,I think delivery is stellar. Highly recommended!,Positive
5868,The price was very worst. I hate it.,Negative
5869,Delivery feels terrible. Total waste of money.,Negative
5870,I think this item is amazing. Exceeded expectations.,Positive
5871,The design proved to be completely disappointing. Very frustrated.,Negative
5872,The price was really regular. Nothing special.,Neutral
5873,The packaging was totally brilliant. I love it.,Positive
5874,The price is quite dreadful. I hate it.,Negative
5875,The packaging is quite wonderful. Will buy again.,Positive
5876,I think customer support looks worst. Very frustrated.,Negative
5877,I think the packaging was worst. Will return it.,Negative
5878,The packaging proved to be quite acceptable. Might buy again.,Neutral
5879,I think the service looks stellar. I love it.,Positive
5880,I think the service was awful. Save your money.,Negative
5881,I think the price is amazing. Very satisfied.,Positive
5882,I think the product feels poor. Very frustrated.,Negative
5883,The design looks subpar. I hate it.,Negative
5884,Delivery was excellent. Very satisfied.,Positive
5885,The service feels average. As expected.,Neutral
5886,This item was excellent. Best purchase ever.,Positive
5887,I think the packaging was stellar. Exceeded expectations.,Positive
5888,The product is completely brilliant. I love it.,Positive
5889,I think the design feels awful. Will return it.,Negative
5890,I think customer support was terrible. Will return it.,Negative
5891,My experience is totally horrible. I hate it.,Negative
5892,The quality is truly fair. Serves its purpose.,Neutral
5893,I think my experience was okay. Serves its purpose.,Neutral
5894,Delivery seems very superb. Exceeded expectations.,Positive
5895,I think the packaging was fantastic. Will buy again.,Positive
5896,Delivery proved to be extremely standard. As expected.,Neutral
5897,The price feels quite standard. It does the job.,Neutral
5898,The packaging proved to be awesome. Will buy again.,Positive
5899,I think customer support was wonderful. Very satisfied.,Positive
5900,The design seems useless. Do not buy.,Negative
5901,I think the product is stellar. Best purchase ever.,Positive
5902,The price feels subpar. I hate it.,Negative
5903,Delivery is amazing. Very satisfied.,Positive
5904,The design looks fair. It does the job.,Neutral
5905,This item seems fairly normal. Serves its purpose.,Neutral
5906,I think the product is dreadful. Do not buy.,Negative
5907,This item proved to be perfect. Exceeded expectations.,Positive
5908,I think delivery was typical. As expected.,Neutral
5909,I think the product is awful. Will return it.,Negative
5910,I think the price was horrible. I hate it.,Negative
5911,The service is subpar. Total waste of money.,Negative
5912,The price looks completely wonderful. I love it.,Positive
5913,Delivery was amazing. Exceeded expectations.,Positive
5914,The quality is very perfect. Exceeded expectations.,Positive
5915,I think the service seems brilliant. Best purchase ever.,Positive
5916,I think the service feels amazing. Very satisfied.,Positive
5917,I think delivery feels mediocre. As expected.,Neutral
5918,This item seems typical. Serves its purpose.,Neutral
5919,The packaging was extremely brilliant. Will buy again.,Positive
5920,The packaging is truly excellent. Very satisfied.,Positive
5921,I think the design feels superb. Will buy again.,Positive
5922,My experience is subpar. I hate it.,Negative
5923,I think customer support is stellar. Highly recommended!,Positive
5924,"Delivery was very typical. Not bad, not great.",Neutral
5925,The design seems somewhat mediocre. It does the job.,Neutral
5926,The quality looks somewhat wonderful. Very satisfied.,Positive
5927,"I think the service proved to be fine. Not bad, not great.",Neutral
5928,I think the packaging proved to be average. It does the job.,Neutral
5929,The packaging looks fantastic. Very satisfied.,Positive
5930,The quality seems bad. Will return it.,Negative
5931,I think delivery seems perfect. Exceeded expectations.,Positive
5932,Delivery was fairly superb. I love it.,Positive
5933,I think my experience proved to be brilliant. Very satisfied.,Positive
5934,I think the design proved to be okay. It does the job.,Neutral
5935,I think the service seems subpar. I hate it.,Negative
5936,The quality feels somewhat brilliant. Very satisfied.,Positive
5937,The design looks totally horrible. Do not buy.,Negative
5938,I think the product was brilliant. Will buy again.,Positive
5939,I think customer support is stellar. Very satisfied.,Positive
5940,I think customer support feels great. Will buy again.,Positive
5941,The packaging looks very disappointing. I hate it.,Negative
5942,The price is absolutely excellent. Highly recommended!,Positive
5943,The service was awesome. I love it.,Positive
5944,Customer support is really wonderful. Will buy again.,Positive
5945,I think delivery was typical. Serves its purpose.,Neutral
5946,The service proved to be brilliant. Will buy again.,Positive
5947,Delivery is acceptable. As expected.,Neutral
5948,The quality is fairly fantastic. Will buy again.,Positive
5949,Delivery is fairly disappointing. Do not buy.,Positive
5950,I think the quality feels excellent. Exceeded expectations.,Positive
5951,I think the packaging feels perfect. Will buy again.,Positive
5952,The service seems stellar. Very satisfied.,Positive
5953,I think the service looks disappointing. Total waste of money.,Negative
5954,The product was truly excellent. I love it.,Negative
5955,I think the packaging is great. Highly recommended!,Positive
5956,The packaging proved to be terrible. Save your money.,Negative
5957,I think this item is subpar. Very frustrated.,Negative
5958,I think my experience looks bad. Do not buy.,Negative
5959,The packaging was fair. Nothing special.,Neutral
5960,The price is quite horrible. Very frustrated.,Negative
5961,The service feels quite stellar. Exceeded expectations.,Positive
5962,This item looks truly perfect. Exceeded expectations.,Positive
5963,The price seems standard. Nothing special.,Neutral
5964,The quality was somewhat excellent. I love it.,Positive
5965,My experience was absolutely great. Will buy again.,Positive
5966,I think the product was disappointing. Will return it.,Negative
5967,The service feels somewhat horrible. Do not buy.,Negative
5968,I think customer support was normal. Serves its purpose.,Neutral
5969,I think the packaging seems fair. Nothing special.,Neutral
5970,The quality seems great. Highly recommended!,Positive
5971,I think delivery proved to be worst. Save your money.,Negative
5972,Delivery proved to be completely wonderful. I love it.,Positive
5973,The product was completely fair. It does the job.,Neutral
5974,I think this item feels awesome. Exceeded expectations.,Positive
5975,I think my experience feels dreadful. Will return it.,Negative
5976,"The service proved to be fairly standard. Not bad, not great.",Neutral
5977,The price was terrible. Very frustrated.,Negative
5978,The service seems superb. Will buy again.,Positive
5979,The quality was wonderful. Very satisfied.,Positive
5980,I think the quality proved to be awesome. I love it.,Positive
5981,I think the packaging seems perfect. Exceeded expectations.,Positive
5982,I think this item feels bad. Will return it.,Negative
5983,Delivery was fairly superb. Exceeded expectations.,Positive
5984,The product is average. Nothing special.,Neutral
5985,I think my experience looks great. Exceeded expectations.,Positive
5986,The quality looks really excellent. Highly recommended!,Positive
5987,The price proved to be mediocre. Might buy again.,Neutral
5988,The product is very fine. Nothing special.,Neutral
5989,I think the quality looks wonderful. Best purchase ever.,Positive
5990,The price seems quite great. I love it.,Positive
5991,The service seems truly useless. Will return it.,Negative
5992,The service is excellent. Highly recommended!,Positive
5993,My experience was extremely subpar. Total waste of money.,Negative
5994,The product proved to be subpar. Save your money.,Negative
